Code_Article,Libelle_Article,Rayon,Famille,Sous famille,Categorie,Sous_Categorie,Prix,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,similar_product_in_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Description_Produit_dataset3
663283277,B.Au Jus Orange FRUZZY Pqt 19CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,810,nom_produit : b.au jus orange fruzzy pqt 190.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'orange Fruzzy,0 dt 930,La brique de 19cl,,,,
663283317,B.Au Jus Orange  FRUZZY Pqt 125 ML,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,580,nom_produit : b.au jus orange  fruzzy pqt 125.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'orange Fruzzy,0 dt 600,La brique de 125ml,,,,
663283807,B.Au Jus Fraise Banane STIL Bnino Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,960,nom_produit : b.au jus fraise banane stil bnino pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,Boisson au jus Orange Délice de Fruits,0.870 TND,none, 20cl
663283817,B.Au Jus Peche STIL Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,1000,nom_produit : b.au jus peche stil pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus de poire,0 dt 880,La brique de 20cl,,,,
663241567,B.Au Jus au pulpe Orange RANI Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030162 - BOITE METAL INFERIEUR A 50CL,1960,nom_produit : b.au jus au pulpe orange rani bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283117,B.Au Jus Ananas STIL Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020305 - ANANAS,1173202030559 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3290,nom_produit : b.au jus ananas stil pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663281627,B.Au Jus Ananas DIVA Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020305 - ANANAS,1173202030560 - BRIK,3420,nom_produit : b.au jus ananas diva pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663282917,B.Au Jus Ananas STIL Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020305 - ANANAS,1173202030561 - BRIKETTE,960,nom_produit : b.au jus ananas stil pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,0 dt 880,La brique de 20cl,,,,
663282937,B.au Jus Ananas DELICE Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020305 - ANANAS,1173202030561 - BRIKETTE,870,nom_produit : b.au jus ananas delice pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,0 dt 880,La brique de 20cl,,,,
663241587,B.Au Jus au pulpe Ananas RANI Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020305 - ANANAS,1173202030562 - BOITE METAL INFERIEUR A 50CL,1960,nom_produit : b.au jus au pulpe ananas rani bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663201667,B.au jus grenade LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039956 - BOUTEILLE VERRE INFERIEUR A  50 CL,3400,nom_produit : b.au jus grenade la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,,,,
663283047,B.Au Jus Cocktail ENERGY STIL Pet 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039958 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1290,nom_produit : b.au jus cocktail energy stil pet 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus Energy Cocktail,1 dt 220,La bouteille de 25cl,,,,
663283077,B.Au Jus Tropical BNINO STIL Pet 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039958 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1290,nom_produit : b.au jus tropical bnino stil pet 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus tropical Bnino,1 dt 220,La bouteille de 25cl,,,,
663283677,B.Au Jus Pulpy Orange CAPY Pet 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039958 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1290,nom_produit : b.au jus pulpy orange capy pet 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus pomme,3 dt 100,La bouteille de 250ml,,,,
663283737,B.Au Jus Mangue ENERGY STIL Pet 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039958 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1290,nom_produit : b.au jus mangue energy stil pet 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,,,,
663283097,B.Au Jus Cocktail STIL Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039959 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3290,nom_produit : b.au jus cocktail stil pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283107,B.Au Jus Mangue STIL Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039959 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3530,nom_produit : b.au jus mangue stil pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283137,B.Au Jus Cocktail STIL Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039959 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,4990,nom_produit : b.au jus cocktail stil pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283227,B.Au Jus BNINO Tropical STIL Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039959 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3290,nom_produit : b.au jus bnino tropical stil pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283697,B.Au Jus Pulpy Orange CAPY Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039959 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3200,nom_produit : b.au jus pulpy orange capy pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663244258,B.Au Jus orange BEYTI Pqt 23.5CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,1590,nom_produit : b.au jus orange beyti pqt 235.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663244268,B.Au Jus mangue BEYTI Pqt 23.5CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,1290,nom_produit : b.au jus mangue beyti pqt 235.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663244278,B.Au Jus mangue BEYTI Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,6990,nom_produit : b.au jus mangue beyti pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663244288,B.Au Jus orange BEYTI Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,6990,nom_produit : b.au jus orange beyti pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663281687,B.Au Jus Cocktail Fruits TROPICO Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,3190,nom_produit : b.au jus cocktail fruits tropico pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663282967,B. AU JUS Cocktail Relax  DELICE pqt 75cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,2620,nom_produit : b. au jus cocktail relax  delice pqt 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au Jus cocktail exotique relax,2 dt 720,La brique de 750ml,,,,
663283157,B.Au Jus Poire DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,3120,nom_produit : b.au jus poire delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283167,B.Au Jus Peche DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,2870,nom_produit : b.au jus peche delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283187,B.au jus Fruits Blancs DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,2870,nom_produit : b.au jus fruits blancs delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283237,B.Au Jus MOJITO DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039960 - BRIK,2870,nom_produit : b.au jus mojito delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663281447,B.Au Jus Banane Orange OH Pqt 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,1220,nom_produit : b.au jus banane orange oh pqt 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,,,,
663281667,B.Au Jus Cocktail Tropico Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,790,nom_produit : b.au jus cocktail tropico pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,Boisson au Jus Ananas Stil,0.880 TND,none, 20cl
663282797,B.Au Jus Poire DELICE Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,870,nom_produit : b.au jus poire delice pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus de poire,0 dt 880,La brique de 20cl,,,,
663282897,B.Au Jus Cocktail STIL Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,960,nom_produit : b.au jus cocktail stil pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus cocktail,0 dt 890,La brique de 20cl,,,,
663282907,B.Au Jus Mangue STIL Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,1000,nom_produit : b.au jus mangue stil pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus de poire,0 dt 880,La brique de 20cl,,,,
663283287,B.Au Jus Tropical FRUZZY Pqt 19CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,810,nom_produit : b.au jus tropical fruzzy pqt 190.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus tropical Fruzzy,0 dt 930,La brique de 19cl,,,,
663283327,B.Au Jus Tropical FRUZZY Pqt 125ML,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,580,nom_produit : b.au jus tropical fruzzy pqt 125.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus tropical Fruzzy,0 dt 600,La brique de 125ml,,,,
663283827,B.Au Jus Orange Banane STIL Bnino Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039961 - BRIKETTE,1040,nom_produit : b.au jus orange banane stil bnino pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'orange,0 dt 880,La brique de 20cl,,,,
663201137,B.Au Jus au pulpe Coktail Fruits RANI Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039962 - BOITE METAL INFERIEUR A 50CL,1990,nom_produit : b.au jus au pulpe coktail fruits rani bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663241577,B.Au Jus au pulpe Peche RANI  Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039962 - BOITE METAL INFERIEUR A 50CL,1960,nom_produit : b.au jus au pulpe peche rani  bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663241597,B.Au Jus au pulpe Fraise Banane RANI Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039962 - BOITE METAL INFERIEUR A 50CL,1960,nom_produit : b.au jus au pulpe fraise banane rani bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663241607,B.Au Jus au pulpe Mangue RANI Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039962 - BOITE METAL INFERIEUR A 50CL,1960,nom_produit : b.au jus au pulpe mangue rani bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663244168,Nectar ORANGE  GOZE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020501 - ORANGE,1173202050160 - BRIK,9000,nom_produit : nectar orange  goze pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283527,B.AU JUS ORANGE BRAVO PQT 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020501 - ORANGE,1173202050160 - BRIK,10990,nom_produit : b.au jus orange bravo pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283557,B.AU JUS ORANGE ROUGE BRAVO PQT 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020501 - ORANGE,1173202050160 - BRIK,10990,nom_produit : b.au jus orange rouge bravo pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283567,B.AU JUS RAISIN ROUGE BRAVO PQT 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020507 - RAISIN,1173202050760 - BRIK,12290,nom_produit : b.au jus raisin rouge bravo pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663282947,Nectar Pomme verte DELICE pqt 75cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020509 - POMME,1173202050960 - BRIK,2620,nom_produit : nectar pomme verte delice pqt 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283197,Nectar Tropical DELICE Pqt1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020511 - EXOTIQUES,1173202051160 - BRIK,3120,nom_produit : nectar tropical delice pqt1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283707,Jus 100 Naturel Peche Natura Blle  75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8750,nom_produit : jus 100 naturel peche natura blle  750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,Jus d'abricot 100% naturel,7 dt 390,La bouteille de 75cl,,,,
663244087,Nectar peche GOZE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,9000,nom_produit : nectar peche goze pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663244158,Nectar MULTIFRUIT GOZE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,9000,nom_produit : nectar multifruit goze pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663244228,Nectar mangue AL MARAI Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,7000,nom_produit : nectar mangue al marai pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663244238,Nectar orange AL MARAI Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,7000,nom_produit : nectar orange al marai pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663244248,Nectar pomme AL MARAI Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,7000,nom_produit : nectar pomme al marai pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663280747,Nectar Poire OH Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,3290,nom_produit : nectar poire oh pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283207,Nectar Mangue DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,2870,nom_produit : nectar mangue delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283217,Nectar MultiVitamine DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,2870,nom_produit : nectar multivitamine delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283537,B.AU JUS VITAMINE ACE BRAVO PQT 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,10990,nom_produit : b.au jus vitamine ace bravo pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283547,B.AU JUS MELON ANANAS BRAVO PQT 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,12290,nom_produit : b.au jus melon ananas bravo pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663283847,Nectar Dattes-Banane DELICE Pqt 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059960 - BRIK,2620,nom_produit : nectar dattes-banane delice pqt 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663282787,Nectar MultiVitamine DELICE Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059961 - BRIKETTE,870,nom_produit : nectar multivitamine delice pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,Boisson au jus Poire Délice de Fruits,0.870 TND,none, 20cl
